,cell_id,cell_type,numb_events,wp_avg,wp_amplitude_pre,wp_amplitude_post,vm_avg,vm_amplitude_pre,vm_amplitude_post,ap_avg,ap_psth,ap_fr_pre,ap_fr_post
68,TK461_1,VIP,8,"[199.678     199.463325  199.3559875 199.42755   199.534875  199.6422125
 199.678     199.642225  199.678     199.6422125 199.785325  199.534875
 199.5348875 199.534875  199.5706625 199.5706625 199.4991125 199.4633375
 199.5348875 199.391775  199.42755   199.284425  199.141325  199.3202125
 199.463325  199.24865   199.141325  198.998225  199.1055375 199.355975
 199.534875  199.7137625 199.463325  199.320225  199.356     199.74955
 199.8926625 199.8926625 199.678     199.570675  199.4991    199.4633125
 199.463325  199.534875  199.6064375 199.678     200.035775  200.25045
 200.0715625 200.7155625 201.323775  202.6475875 204.2218125 205.15205
 202.82645   199.6422125 203.36315   205.438275  203.649375  200.6798
 202.6833625 204.364925  203.5062625 202.0393625 203.2916    205.044725
 203.577825  201.4669    198.8551125 199.7853375 201.5026875 203.971375
 201.8962375 201.07335   202.1824625 202.182475  200.2862375 199.7853375
 201.1806875 201.252225  201.1091375 199.4991125 198.998225  199.8568875
 200.393575  199.678     199.4991125 199.74955   199.391775  199.2128875
 199.5706625 199.6064375 199.785325  200.536675  200.536675  199.92845
 199.5706625 199.60645   200.07155   200.2146625]",199.56689539473686,202.83024013157893,"[-0.04907649 -0.04905018 -0.04906086 ... -0.05189482 -0.05188248
 -0.051857  ]",-51.09002579857351,-47.23219321656175,[0. 0. 0. ... 0. 0. 0.],"[12.5 22.5 57.5 22.5  7.5 17.5 32.5 27.5 40.  42.5 50.  50.  47.5 15.
 45.  30.  30.  17.5 17.5 25. ]",28.75718929732433,40.63515878969743
69,TK462_1,EXC,10,"[192.78247 192.63913 192.61045 192.81113 192.89713 193.0978  193.09781
 193.06914 193.09782 193.09781 193.01181 192.92581 192.95448 192.8398
 192.86847 192.98314 193.01182 192.95448 192.92582 192.98315 192.92581
 192.61046 192.26644 192.1231  192.09443 192.18044 192.26644 192.20909
 192.18043 192.40977 192.63911 192.66779 192.61045 192.69646 193.15514
 193.29849 193.38448 193.4705  193.35581 193.41315 193.41316 193.41316
 193.04048 193.01181 193.12647 192.95447 192.8398  192.55312 192.83979
 192.95448 193.18383 195.70659 199.17537 199.03202 197.56999 194.15852
 193.06913 197.59866 199.5194  199.14671 193.49915 192.63913 195.39123
 195.33389 197.0253  194.9612  193.52782 193.92917 195.76392 196.48062
 195.0759  193.29849 192.35244 192.12308 193.7285  193.52782 192.18044
 191.75042 191.77909 191.14841 190.43171 189.45701 190.14503 190.40304
 191.63575 192.83979 190.54636 191.09109 193.26981 192.63912 191.20574
 190.05901 190.91905 193.41316 192.8398  192.18044 192.29511 192.63912
 191.49243 191.20574]",192.93033263157895,195.8016331578947,"[-0.06203308 -0.06201631 -0.06200842 ... -0.06162825 -0.06156873
 -0.06154669]",-61.61452221749193,-61.80630364320648,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. 2. 0. 2. 0. 0. 0. 0. 4. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.5001250312578145,1.000250062515629
70,TK462_2,VIP,10,"[195.27656 195.16188 195.13321 194.73186 194.84653 195.19056 195.30523
 195.44856 195.16186 195.01855 195.10453 194.96121 195.07589 195.16189
 195.27656 195.47724 195.21924 194.8752  194.76052 194.81788 194.87521
 194.7892  194.7032  194.64587 194.58853 194.6172  194.73187 194.7032
 194.64588 194.55986 194.76054 194.90388 194.73186 194.64588 194.67454
 194.64586 194.6172  194.58853 194.5312  194.4452  194.38786 194.58855
 194.67455 194.47387 194.58853 194.50254 194.70321 195.04722 195.56324
 195.62058 196.48061 196.27993 196.30861 194.87522 193.5565  195.10455
 196.82461 196.79595 195.9646  195.30524 194.9612  197.71332 197.45531
 196.79596 196.59527 195.44857 197.05398 196.25127 195.24789 194.12986
 194.81788 196.02191 197.0253  196.36596 195.6779  197.22596 196.62396
 197.11131 195.99326 195.64923 195.96457 195.3339  197.22597 197.77066
 196.62394 195.19056 195.04723 196.45195 196.48062 196.05059 194.15852
 194.18719 195.07588 193.92919 194.81787 195.82126 195.93592 194.21584
 192.35245 192.23778]",195.11510947368419,196.05361000000002,"[-0.05626717 -0.05624317 -0.05624185 ... -0.05713833 -0.05712748
 -0.05710282]",-58.56420624937344,-44.012445029876176,[0. 0. 0. ... 0. 0. 0.],"[24. 10.  0.  0. 38. 38. 24. 14. 30. 76. 86. 46. 42. 20. 20.  6.  8. 18.
 12. 26.]",8.502125531382847,48.512128032008
71,TK462_3,VIP,14,"[196.05877857 195.93592143 195.87449286 196.22261429 196.50928571
 196.55024286 196.24307857 196.03830714 196.01782143 196.09973571
 196.03830714 196.09973571 196.07925714 196.16117143 196.0383
 196.2226     196.18165    196.38641429 196.34546429 196.18165714
 196.09975    196.12021429 196.09975    196.22260714 196.07925714
 195.97687143 195.9564     196.01782857 196.12022857 196.05879286
 196.05879286 195.95639286 196.24307857 196.28402857 196.44783571
 196.61165    196.52975714 196.42737143 196.38641429 196.4888
 196.59118571 196.67309286 196.50927857 196.38640714 196.2226
 196.30451429 196.32499286 196.44784286 196.24307143 196.28402857
 196.46832143 198.84365714 201.77186429 200.64563571 197.41025
 197.30788571 196.83690714 195.93592857 196.01783571 197.84028571
 197.88123571 197.34882857 197.59456429 197.24645    197.14406429
 197.04166429 196.32497857 196.89833571 197.22597143 198.18837857
 198.06554286 197.67647857 197.32835714 197.10311429 196.85736429
 196.38642143 196.34545714 196.46832143 195.85401429 196.46831429
 196.79594286 197.69693571 198.29077143 198.41364286 196.81643571
 196.36592857 196.50927857 196.77547143 197.20550714 195.73115
 195.79257857 196.07925    196.28403571 196.59119286 196.52975
 196.20212857 196.4888     196.81642143 197.24645    196.91882143]",196.1633251879699,197.56761390977442,"[-0.04971765 -0.04973174 -0.04971647 ... -0.04829847 -0.04828376
 -0.04827234]",-52.80325609837232,-45.67218401117051,[0.         0.         0.         ... 0.         0.07142857 0.        ],"[17.14285714  4.28571429  1.42857143  2.85714286 10.         21.42857143
  4.28571429  2.85714286  8.57142857 22.85714286 61.42857143 57.14285714
 65.71428571 55.71428571 38.57142857 30.         22.85714286 24.28571429
 24.28571429 28.57142857]",6.4301789733147565,60.01500375093773
72,TK463_1,VIP,13,"[195.93591538 195.82566154 195.80361538 195.84771538 196.09029231
 196.20055385 196.04618462 195.91387692 195.95797692 196.04618462
 195.95796923 195.98002308 195.93592308 195.95797692 196.04617692
 196.00207692 196.00206923 195.8036     195.82566154 195.80360769
 195.73745385 195.73746154 195.86975385 196.04617692 196.09027692
 195.82566154 195.78156154 195.80361538 196.11233846 196.15643846
 196.1344     196.04618462 195.93590769 195.91385385 195.93592308
 195.93591538 195.95798462 195.84771538 195.8036     195.91387692
 195.86977692 195.80360769 195.82565385 195.73743077 195.71539231
 195.78156154 195.91386923 196.15643077 196.59749231 196.24464615
 196.09027692 197.72213846 199.8171     199.44220769 198.33960769
 197.43546154 199.92735385 200.58892308 199.90531538 198.64832308
 197.76625385 199.46426923 201.31664615 200.45661538 200.36839231
 200.34634615 199.66273077 198.42781538 197.43544615 198.07497692
 200.67713846 201.11816923 197.72214615 198.11907692 198.53806923
 199.79505385 201.20638462 202.17666923 202.3972     199.59658462
 196.48722308 197.7442     198.86884615 198.47191538 196.90620769
 196.79596154 197.1929     198.53806923 198.80269231 198.14113846
 196.79595385 198.05293077 198.31756154 196.02413077 196.92826923
 198.22934615 198.18524615 197.41343077 196.64159231 196.99442308]",195.9568133603239,199.11374858299595,"[-0.04650031 -0.04650006 -0.04649298 ... -0.04682386 -0.0468145
 -0.04679578]",-48.2930524358273,-45.74325412824495,[0. 0. 0. ... 0. 0. 0.],"[ 7.69230769  7.69230769  3.07692308  6.15384615 13.84615385  4.61538462
  7.69230769  4.61538462  3.07692308  9.23076923 33.84615385 32.30769231
 21.53846154 20.         13.84615385 13.84615385 16.92307692 12.30769231
 21.53846154 18.46153846]",6.155385000096178,26.92980937542078
73,TK468_1,SST,23,"[192.25896957 192.09693478 191.98475652 191.9722913  191.94736087
 191.8975087  191.99722174 192.05953913 192.05954348 192.0720087
 192.1094     192.08447391 192.08447391 192.07201304 192.02215652
 191.98476087 192.04707826 192.04707391 192.02214348 191.95983043
 191.87257826 191.93489565 191.97229565 191.89751304 192.07201739
 192.04708261 192.03462174 192.09693478 192.09693913 192.22157391
 192.27143478 192.18418261 192.13433478 192.12186957 192.09693913
 192.02214783 192.18418696 192.22157826 192.1094     192.08446957
 192.18418696 192.2839087  192.19665217 192.1467913  192.20911739
 192.28389565 192.22158696 192.25897391 192.0096913  191.94735217
 191.92242609 194.11613913 197.55628261 197.49395217 196.44695652
 196.44695652 197.19482174 196.49681304 195.53706087 194.76427826
 194.41528696 193.90425217 193.38074783 193.24363478 193.03174783
 193.18131304 193.16884348 193.09405652 192.67028261 192.89463913
 193.03175217 192.60796087 192.63290435 192.74506957 192.86971739
 193.6425087  194.20339565 193.94163913 193.71728696 194.81414348
 194.87646087 195.15066957 195.12574348 193.90423913 194.17845652
 194.12861304 194.166      193.6798913  192.45839565 192.22156957
 192.05954783 192.44593478 192.6329     192.68275217 193.01928696
 192.6702913  192.39607826 192.28389565 192.44593043 192.59551304]",192.04314256292903,194.63504485125858,"[-0.05041562 -0.05042892 -0.05043535 ... -0.04710972 -0.04709128
 -0.04706926]",-50.02396549921747,-50.441310332358924,[0. 0. 0. ... 0. 0. 0.],"[ 0.86956522  0.86956522  3.47826087  0.          0.86956522  0.86956522
  0.86956522  1.73913043  0.86956522  1.73913043  0.86956522  3.47826087
  7.82608696  8.69565217  4.34782609  5.2173913   8.69565217 12.17391304
  9.56521739  6.08695652]",1.304673994585603,5.218695978342412
74,TK470_1,EXC,10,"[187.85689 187.45618 187.37031 187.4848  187.62791 187.65653 187.62791
 187.79965 187.71378 187.79964 187.77101 187.74239 187.79966 187.7424
 187.71378 187.62792 187.51341 187.65652 187.68514 187.68514 187.65651
 187.65652 187.74237 187.62789 187.62789 187.57066 187.54204 187.65652
 187.71377 187.77102 187.82825 187.91412 187.82825 187.68514 187.71376
 187.79963 187.77102 187.85688 188.17172 187.99999 187.79964 187.79964
 187.71378 187.68517 187.71379 187.71379 188.02863 188.42934 188.37211
 188.51522 188.74419 190.37568 192.80857 191.6923  189.74596 190.34704
 190.83363 191.43472 191.77817 190.71914 189.60285 191.74955 191.14849
 190.94812 189.57424 187.54204 186.13954 185.62433 186.59749 187.82827
 189.97494 189.25939 188.65831 187.4848  186.91234 188.17173 188.28623
 187.94276 188.05723 188.57245 188.2576  188.71557 189.31663 189.11628
 186.94098 186.79787 187.08407 187.1127  186.74062 186.91232 186.96958
 186.54024 186.45439 186.76922 186.54024 186.79784 187.42753 186.3685
 185.33811 184.8229 ]",187.66557000000003,189.8634763157895,"[-0.05513918 -0.05514313 -0.05515431 ... -0.05655986 -0.05655131
 -0.05652335]",-56.799438814387756,-59.710169154874364,[0. 0. 0. ... 0. 0. 0.],[0. 0. 2. 2. 2. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],1.000250062515629,0.0
75,TK470_2,SST,21,"[189.58512857 189.59875238 189.55786667 189.50335238 189.39430952
 189.38069048 189.40794762 189.23075238 189.21712857 189.36705714
 189.38068095 189.31252857 189.24438571 189.40794286 189.35342857
 189.43520476 189.3261619  189.33979048 189.42156667 189.38068095
 189.27164286 189.25801429 189.24438571 189.25800952 189.32616667
 189.23075714 189.36705238 189.42157619 189.33979048 189.33979048
 189.24438095 189.20349524 189.28527619 189.2989     189.4352
 189.35341905 189.58512857 189.50335238 189.4079381  189.40794286
 189.40794286 189.35341905 189.33979524 189.35342857 189.28527619
 189.39431429 189.35342381 189.13535714 189.13535714 189.38069048
 189.36704762 191.90221429 193.61956667 191.69775714 192.52916667
 191.83406667 192.32473333 193.63319048 193.46962381 193.18340476
 192.47466667 192.93806667 192.67911429 193.15614286 193.63319524
 193.71497143 193.96030476 192.10666667 193.22429048 193.23793333
 193.1697619  193.3333381  191.90220476 192.22931905 192.14754286
 192.18842857 191.12531429 191.5614619  192.0657619  191.67049524
 190.10307143 188.22216667 189.48974286 190.02130476 190.15759048
 189.36706667 189.47610476 188.84912857 188.93090952 189.96677143
 188.53564762 188.75372381 188.65830952 189.6396619  189.62601905
 190.43019524 189.72144762 189.23077143 189.09447143 188.24942381]",189.39287769423558,192.70779949874688,"[-0.04359882 -0.04359084 -0.04359867 ... -0.04361809 -0.0436126
 -0.04359585]",-43.558537210591524,-44.870740887904866,[0. 0. 0. ... 0. 0. 0.],"[ 6.66666667 12.38095238 11.42857143  3.80952381  7.61904762  7.61904762
  7.61904762  6.66666667  6.66666667  9.52380952 11.42857143  3.80952381
 13.33333333 12.38095238 14.28571429 19.04761905 18.0952381  20.95238095
 17.14285714 12.38095238]",8.573571964419676,10.240655401945725
76,TK471_1,SST,28,"[189.02631786 188.84231786 188.76054286 188.72986429 188.76053929
 188.70942857 188.67875357 188.75031786 188.801425   188.76052857
 188.72986429 188.68897143 188.77075    188.83208929 188.688975
 188.74008929 188.75031786 188.6992     188.67875714 188.75031786
 188.67876071 188.64808929 188.60721071 188.68898571 188.71965714
 188.58676071 188.56631071 188.56631071 188.65831071 188.81164643
 188.86276071 188.78098214 188.709425   188.64808571 188.66853571
 188.66853214 188.70942143 188.75031429 188.75030357 188.80141786
 188.77075357 188.86275357 188.84231429 188.86276071 188.84231786
 188.75031071 188.83209643 188.99566071 189.22054286 189.30231071
 189.7521     191.725025   195.41528571 197.52108214 198.91132857
 197.76641429 197.67441071 197.43930357 197.50063571 198.30820357
 198.62509643 200.260675   199.06466071 195.78328929 195.57884286
 195.67084286 196.38640714 196.19217143 194.84282857 194.29082857
 195.31306786 193.93305357 194.75082857 195.43573571 194.87349643
 194.19881786 193.19702857 192.84946786 193.197025   193.20726071
 194.28060357 194.92461071 194.40325357 192.89036786 193.61614643
 193.8206     192.757475   193.74903929 194.15793214 195.37439286
 195.90596071 193.74904286 193.99439286 195.19037857 194.82238214
 193.2277     193.29926429 194.35215    194.77127143 194.80192857]",188.75784473684212,196.54834755639095,"[-0.04269055 -0.04269661 -0.04268976 ... -0.04366694 -0.04363757
 -0.04359375]",-43.559133859506076,-46.78093552978898,[0. 0. 0. ... 0. 0. 0.],"[22.85714286 15.71428571 18.57142857 14.28571429 27.85714286 25.71428571
 20.         13.57142857 17.85714286 15.71428571  8.57142857 23.57142857
 27.14285714 32.85714286 28.57142857 30.71428571 30.71428571 22.85714286
 25.         35.71428571]",17.861608259207657,23.04147465437788
77,TK472_1,SST,5,"[191.2916  191.46334 191.46334 191.52056 191.63506 191.40608 191.52058
 191.34882 191.40608 191.52058 191.29158 191.0626  191.0626  191.0626
 191.11986 191.11984 191.1771  191.52058 191.46334 191.46334 191.46334
 191.52058 191.6923  192.0358  192.09302 192.15028 191.97856 192.0358
 192.09304 192.09304 191.9213  191.80678 191.92128 192.43648 192.49372
 192.32198 192.26478 192.2075  191.8068  191.97852 191.57782 191.63504
 191.97852 192.09302 192.09302 191.63506 191.5778  192.72272 192.4365
 192.66548 192.83722 192.2075  194.6118  197.6458  199.01968 197.93202
 195.64224 193.29516 195.58498 199.76386 200.90874 199.76386 195.06976
 192.43648 192.09302 191.57782 191.23434 192.43648 193.00896 194.0966
 193.98214 192.093   189.34528 191.00536 193.69588 195.29874 189.05906
 190.2612  191.00538 191.00538 192.37926 194.15386 186.31126 183.27726
 185.56706 185.05188 188.14308 190.08944 191.23434 194.21108 197.70304
 193.63864 188.77282 190.2612  190.08944 183.33452 185.22362 185.8533
 185.68158 187.45618]",191.33979684210527,195.10893263157894,"[-0.05446271 -0.05441075 -0.05442851 ... -0.0471772  -0.04720248
 -0.04720342]",-52.77351255248974,-54.43554992014375,[0. 0. 0. ... 0. 0. 0.],"[ 0.  0. 16.  4.  4.  4.  4.  4.  0.  4.  8.  0.  0.  8. 12. 16. 28. 20.
 24. 32.]",5.001250312578145,4.001000250062516
78,TK473_1,EXC,15,"[193.77220667 193.86762667 193.84854667 193.82947333 193.75314667
 193.75314667 193.71497333 193.65772667 193.71497333 193.77221333
 193.77222    193.7913     193.82946    193.75313333 193.67680667
 193.67682    193.69590667 193.6959     193.65773333 193.69589333
 193.60048    193.54323333 193.61958    193.60049333 193.60048667
 193.61957333 193.60048    193.77223333 193.82947333 193.71497333
 193.71496667 193.61956667 193.61957333 193.71498667 193.77222667
 193.94396667 193.86763333 193.84854667 193.77222    193.86762667
 193.81038667 193.73406    193.65774    193.79130667 193.92486667
 193.90578    193.71497333 193.73406    193.81037333 193.61956667
 193.82945333 196.65355333 200.33632    200.67978667 202.53071333
 204.85867333 205.24032    204.82051333 204.13356667 205.52653333
 204.         203.69467333 205.52654667 205.62194    205.85091333
 205.12581333 203.50387333 202.26356    203.23672667 201.90102667
 202.26356667 202.68336    201.69112667 201.93918    201.34764667
 200.37447333 199.17232667 199.85927333 200.75610667 201.34765333
 200.27906667 199.64938667 198.63805333 198.10376    199.38222667
 200.50805333 200.43173333 200.0501     199.80204    199.36315333
 199.00060667 197.77937333 197.66488667 199.15324667 199.55397333
 199.61122667 197.81754667 197.22600667 197.51224    197.72212   ]",193.74912175438598,203.02281473684212,"[-0.06717998 -0.06719226 -0.06724685 ... -0.06257395 -0.06256737
 -0.06257373]",-66.85035020947556,-61.741664267338166,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.0
79,TK478_1,PV,10,"[183.29343 183.2361  183.03541 182.86341 182.7774  182.7774  182.86341
 182.83474 182.8634  182.74873 182.83473 182.7774  182.77739 182.86339
 182.89206 182.97807 182.92074 182.7774  182.51938 182.4047  182.26139
 182.14672 182.03203 181.97471 181.83137 181.8027  181.86003 181.77405
 181.94604 182.17538 182.20406 182.06072 182.14672 182.03205 182.08937
 182.03204 181.8887  181.80269 181.86004 182.23272 182.43339 182.17538
 182.08937 182.6914  182.83475 182.6054  182.37607 182.20404 182.31871
 181.91735 182.37605 184.52613 185.50082 185.32882 185.18549 185.9022
 186.01687 184.09611 182.1467  183.17876 184.09611 183.23609 183.95277
 183.58008 183.66612 184.75548 185.75887 185.15684 183.35077 182.86341
 182.46205 182.17538 181.91737 182.26139 182.66272 182.34738 182.69139
 183.15009 182.49073 182.0607  181.7167  181.63068 181.68804 182.97808
 183.60877 183.6661  183.98145 184.1248  184.44014 183.52276 183.92412
 184.44013 185.12817 184.58349 184.32545 183.98145 184.26811 184.32546
 184.52615 184.21079]",182.87547315789476,184.3058463157895,"[-0.0437715  -0.04381622 -0.04385667 ... -0.04039246 -0.04040069
 -0.04035201]",-44.979445618812726,-42.22559601110604,[0. 0. 0. ... 0. 0. 0.],"[56. 40. 44. 24. 26. 26. 36. 30. 46. 58. 66. 90. 76. 88. 94. 92. 82. 70.
 84. 84.]",41.01025256314078,80.02000500125033
80,TK479_1,PV,8,"[187.8731    187.944775  187.90895   188.052275  187.944775  188.0522875
 187.9447625 188.0522875 187.8731    187.8731    187.944775  187.9806125
 187.9089375 187.7656    187.9089375 188.12395   188.195625  188.3748
 188.33895   188.2672875 188.3031125 188.23145   188.12395   188.1239375
 188.1597625 187.7655875 187.9089375 187.8731    187.908925  187.908925
 187.83725   187.944775  188.0881    187.72975   188.303125  188.0522625
 188.0881    188.2672625 188.6614625 188.5898    188.44645   188.3748
 188.51815   188.4106125 188.12395   188.1597625 188.2314375 187.83725
 188.410625  188.5897875 189.3781625 190.09485   190.7757125 191.5999125
 192.0657625 191.2774    191.0982125 190.9549    190.81155   189.449825
 188.2314625 187.40725   187.51475   188.5898125 189.0198125 189.7365125
 191.7074375 192.7107875 192.67495   192.603275  192.0657625 190.166525
 188.6973    188.3747875 188.518125  189.127325  188.625625  189.234825
 190.2740375 190.0948375 190.8832    193.570825  194.4308625 196.1867625
 194.4667    191.9582625 191.241575  192.029925  193.06915   191.1698875
 190.7040625 190.5965375 190.883225  191.0623875 190.5248875 190.990725
 191.492425  190.7757125 191.241575  191.922425 ]",188.00324210526313,190.26837171052634,"[-0.04690149 -0.04692903 -0.04694917 ... -0.04570239 -0.04556879
 -0.04544177]",-47.3292237922173,-46.638982630668366,[0. 0. 0. ... 0. 0. 0.],"[45.  27.5 20.  45.  22.5 42.5 27.5 22.5 22.5 30.  25.  22.5 17.5 32.5
 20.  20.  20.  25.  27.5 15. ]",34.38359589897475,24.381095273818456
81,TK479_2,PV,12,"[192.40023333 192.59135    192.63913333 192.78246667 192.59135
 192.663025   192.56745833 192.54358333 192.54358333 192.63913333
 192.66301667 192.73468333 192.80635    192.7108     192.63913333
 192.42411667 192.49578333 192.59134167 192.758575   192.80635
 192.63911667 192.61523333 192.75856667 192.59135833 192.30465833
 192.2569     192.13745833 192.04189167 192.04188333 192.28078333
 192.424125   192.68690833 192.758575   192.66300833 192.75858333
 192.66300833 193.02135833 193.06915    193.02135833 192.878025
 192.90190833 192.83023333 192.85411667 192.80635    192.87801667
 192.80635    193.14081667 193.54694167 193.61860833 194.04863333
 194.23973333 195.57756667 196.15095    195.816475   196.604825
 196.38984167 195.7687     194.31140833 192.99749167 194.38308333
 195.81646667 196.79595833 196.62871667 195.02811667 194.980325
 195.505925   196.74818333 195.60145833 193.28415    193.1647
 194.12029167 194.38308333 195.267      195.09978333 195.33868333
 196.58095    197.24985833 197.75155    196.81984167 194.78920833
 194.45475833 194.78921667 193.28415833 193.26025    193.61860833
 193.475275   194.90865833 195.9598     195.74481667 195.84035833
 194.35918333 194.47865833 195.45810833 195.98370833 195.840375
 195.099775   193.90528333 194.765325   195.60145833 194.52641667]",192.6202692982456,195.40154605263157,"[-0.04955164 -0.04960375 -0.04961283 ... -0.04841027 -0.04843494
 -0.04846289]",-51.519511713617995,-48.71408067080113,[0. 0. 0. ... 0. 0. 0.],"[18.33333333 26.66666667 35.         28.33333333 35.         38.33333333
 31.66666667 40.         51.66666667 41.66666667 50.         40.
 35.         38.33333333 30.         30.         38.33333333 55.
 30.         48.33333333]",27.090105859798282,40.84354421938817
82,TK479_3,PV,11,"[195.25831818 195.128      195.02376364 195.18011818 195.31042727
 195.31044545 195.3365     195.4147     195.62317273 195.64923636
 195.77955455 195.85774545 195.88379091 196.06621818 196.01409091
 196.11834545 195.98805455 196.04017273 195.90986364 195.77954545
 195.6753     195.54498182 195.49286364 195.6753     195.72740909
 195.59711818 195.59710909 195.57105455 195.46680909 195.54498182
 195.8056     195.83167273 195.83168182 195.70138182 195.77956364
 195.85774545 195.75350909 195.67531818 195.51893636 195.70136364
 195.59712727 195.33650909 195.18013636 195.38861818 195.46680909
 195.64922727 195.88379091 195.88379091 196.11834545 196.17046364
 196.5614     198.82875455 200.9137     201.46098182 200.02759091
 198.09901818 197.29112727 197.39538182 196.50929091 195.8838
 196.37896364 195.70136364 195.72741818 197.44750909 198.07299091
 198.3336     197.57781818 197.73418182 198.95907273 199.71485455
 199.40211818 197.96872727 198.0469     197.29111818 196.66564545
 198.15115455 199.2718     197.68205455 198.15115455 199.06330909
 199.61061818 198.02084545 196.43107273 196.45714545 195.98803636
 195.85771818 196.04016364 196.11834545 196.27472727 198.3857
 199.68880909 199.35       199.19362727 200.02759091 199.16756364
 197.96871818 196.71777273 196.40503636 196.82202727 198.02085455]",195.62592200956936,197.83705071770336,"[-0.05256073 -0.05256859 -0.05257495 ... -0.04970513 -0.0496283
 -0.04958136]",-53.371635109079754,-49.86227592480639,[0. 0. 0. ... 0. 0. 0.],"[40.         18.18181818 30.90909091 47.27272727 43.63636364 50.90909091
 30.90909091 38.18181818 27.27272727 30.90909091 76.36363636 78.18181818
 63.63636364 67.27272727 70.90909091 49.09090909 40.         36.36363636
 72.72727273 54.54545455]",34.09943394939644,71.3814817340699
83,TK480_1,PV,22,"[191.58362727 191.62272273 191.63575    191.66181364 191.77909091
 191.72697727 191.79212273 191.87030909 191.79212273 191.77908636
 191.92242727 191.9094     191.93546364 191.9094     191.93545909
 192.05274545 191.93546818 191.87030455 191.85728182 192.02667727
 192.09183636 192.17001818 192.01365    191.97455455 192.00062273
 192.09183636 192.07880455 192.09183182 192.06576818 192.14395
 192.19608182 192.20910455 192.07880455 191.98758636 192.02668182
 192.11789091 192.15698182 192.19607727 192.36548182 192.36548182
 192.23517273 192.33941818 192.32638636 192.44366818 192.41760455
 192.46973182 192.46972727 192.4176     192.40457727 192.27426818
 192.57395909 193.94221364 195.76651364 196.86110909 198.25540909
 196.05319545 195.49286364 195.81863636 195.55802273 194.82830455
 194.03341818 193.75979091 193.17339545 192.86064545 192.27425909
 192.48275909 192.69125    192.91276364 192.23517273 192.36548636
 192.48275909 193.06914545 194.07252273 193.14734091 192.32637727
 192.58700455 191.50544091 192.13093182 191.11451818 191.14058182
 191.08845455 190.33267273 189.66810455 189.85052273 189.09473182
 189.44656364 190.03295909 190.59328636 189.99385909 189.69414545
 189.30322727 189.36838182 189.51173182 189.98084091 189.47263182
 189.91568182 189.91568182 188.53442273 187.79165909 188.02621364]",191.81955645933013,194.29335167464112,"[-0.05981026 -0.05982805 -0.05984838 ... -0.05197004 -0.05200256
 -0.05201325]",-58.93066246513781,-54.080603241898906,[0. 0. 0. ... 0. 0. 0.],"[10.90909091 18.18181818 10.90909091 10.          9.09090909 45.45454545
 30.90909091 17.27272727 32.72727273 41.81818182 36.36363636 24.54545455
 18.18181818 34.54545455 28.18181818 31.81818182 20.90909091 31.81818182
 27.27272727 22.72727273]",12.50312578144536,28.416194957830367
84,TK480_3,PV,26,"[200.74327692 200.82046154 200.76532692 200.76533462 200.68814231
 200.6661     200.67711923 200.68814615 200.83148462 200.83148077
 200.76533077 200.79841538 200.66609231 200.72121923 200.69917308
 200.75430769 200.62199231 200.55583462 200.58891538 200.74328462
 200.83149231 200.66609615 200.69918077 200.69918462 200.73225769
 200.75430769 200.69918077 200.77636923 200.85355    200.93073077
 200.89765    200.97484231 200.90867308 200.89765    200.77636154
 200.76534231 200.73225769 200.82046923 201.15124615 201.26151154
 201.21740769 201.08509615 200.85354231 201.14023462 201.55921154
 201.62537308 201.64742692 201.38280769 201.44896154 201.87896923
 202.30898462 203.21313846 204.02905385 203.43364231 202.81619231
 202.79414231 203.70930769 203.83058846 203.95187308 204.29368077
 203.98494231 202.72797692 202.2318     203.06978462 203.69828462
 204.22752692 203.58800769 202.98158077 202.81619231 202.90440385
 202.33103462 202.30899231 202.49644231 202.91542692 203.52185769
 203.12491923 202.82722692 202.24282308 202.02231154 201.95615385
 201.70255    201.49306154 200.72123846 200.62199615 201.47100769
 202.1436     201.10715    200.88663462 200.95278846 201.3387
 201.5923     201.50408462 201.87897692 201.41587692 200.97483462
 201.23946923 200.66611538 200.65507692 200.95278846 200.86457308]",200.7183238866397,203.35298421052633,"[-0.0538067  -0.0537705  -0.05375378 ... -0.05124053 -0.05122694
 -0.05121475]",-54.13945026262494,-49.18831952862118,[0. 0. 0. ... 0. 0. 0.],"[ 31.53846154  20.76923077  12.30769231  35.38461538  16.15384615
  36.15384615  40.76923077  40.          48.46153846  75.38461538
 106.92307692 103.84615385  70.76923077  90.76923077  70.
  71.53846154  61.53846154  34.61538462  56.15384615  66.15384615]",25.00625156289072,93.10019812645469
